id,gender,age,income,marital,education,min_offer
13343,M,63,47000.0,married,upper secondary and post-secondary non-tertiary,0
13344,M,50,68000.0,married,tertiary education,66
13345,M,42,71000.0,single,upper secondary and post-secondary non-tertiary,91
13346,M,70,90000.0,married,tertiary education,22
13347,F,48,60000.0,divorced,tertiary education,0
13348,M,71,37000.0,single,below upper secondary,78
13349,M,52,56000.0,married,upper secondary and post-secondary non-tertiary,20
13350,F,64,73000.0,married,tertiary education,108
13351,M,47,81000.0,married,upper secondary and post-secondary non-tertiary,116
13352,M,35,64000.0,single,upper secondary and post-secondary non-tertiary,48
13353,O,67,58000.0,single,below upper secondary,99
13354,M,73,39000.0,single,below upper secondary,0
13355,F,92,97000.0,married,tertiary education,82
13356,M,48,62000.0,separated,tertiary education,98
13357,F,81,69000.0,married,tertiary education,95
13358,M,40,52000.0,single,below upper secondary,0
13359,F,65,70000.0,married,upper secondary and post-secondary non-tertiary,4
13360,F,70,106000.0,married,tertiary education,63
13361,F,61,98000.0,married,tertiary education,101
13362,M,38,75000.0,married,tertiary education,0
13363,M,28,60000.0,married,tertiary education,111
13364,M,76,75000.0,married,tertiary education,35
13365,M,61,61000.0,single,upper secondary and post-secondary non-tertiary,4
13366,F,44,67000.0,single,upper secondary and post-secondary non-tertiary,13
13367,M,27,71000.0,single,tertiary education,98
13368,F,51,87000.0,married,tertiary education,85
13369,M,45,68000.0,married,tertiary education,27
13370,M,58,61000.0,married,tertiary education,0
13371,M,53,41000.0,married,upper secondary and post-secondary non-tertiary,14
13372,F,64,93000.0,divorced,tertiary education,14
13373,M,47,56000.0,single,upper secondary and post-secondary non-tertiary,75
13374,M,57,34000.0,single,below upper secondary,0
13375,M,23,69000.0,single,upper secondary and post-secondary non-tertiary,100
13376,F,34,44000.0,married,tertiary education,79
13377,F,44,86000.0,single,upper secondary and post-secondary non-tertiary,0
13378,F,54,93000.0,married,tertiary education,0
13379,M,53,63000.0,married,tertiary education,93
13380,M,42,33000.0,married,tertiary education,105
13381,F,58,42000.0,married,tertiary education,36
13382,F,34,75000.0,widowed,tertiary education,65
13383,F,44,63000.0,married,tertiary education,109
13384,M,20,70000.0,single,tertiary education,0
13385,M,54,90000.0,divorced,tertiary education,30
13386,F,37,51000.0,single,upper secondary and post-secondary non-tertiary,54
13387,F,51,79000.0,single,below upper secondary,0
13388,M,43,60000.0,divorced,tertiary education,59
13389,M,57,71000.0,married,tertiary education,229
13390,M,67,39000.0,married,tertiary education,27
13391,F,85,108000.0,divorced,tertiary education,61
13392,M,66,47000.0,married,tertiary education,76
13393,F,78,99000.0,married,tertiary education,130
13394,M,70,63000.0,divorced,tertiary education,46
13395,M,37,53000.0,single,upper secondary and post-secondary non-tertiary,92
13396,F,79,72000.0,married,tertiary education,0
13397,F,53,46000.0,single,upper secondary and post-secondary non-tertiary,120
13398,F,81,82000.0,married,upper secondary and post-secondary non-tertiary,0
13399,M,60,65000.0,married,upper secondary and post-secondary non-tertiary,47
13400,F,43,50000.0,married,tertiary education,0
13401,M,64,45000.0,married,tertiary education,59
13402,M,44,51000.0,single,upper secondary and post-secondary non-tertiary,62
13403,F,32,36000.0,married,tertiary education,0
13404,F,69,67000.0,single,upper secondary and post-secondary non-tertiary,133
13405,M,45,56000.0,married,tertiary education,110
13406,M,56,49000.0,married,tertiary education,0
13407,M,78,34000.0,married,tertiary education,62
13408,F,54,51000.0,separated,tertiary education,139
13409,F,74,77000.0,married,upper secondary and post-secondary non-tertiary,112
13410,M,22,39000.0,single,tertiary education,74
13411,M,26,59000.0,single,upper secondary and post-secondary non-tertiary,58
13412,F,63,107000.0,married,upper secondary and post-secondary non-tertiary,118
13413,F,53,85000.0,married,upper secondary and post-secondary non-tertiary,90
13414,F,73,96000.0,single,below upper secondary,22
13415,M,74,47000.0,single,upper secondary and post-secondary non-tertiary,52
13416,O,31,35000.0,married,tertiary education,12
13417,F,53,53000.0,married,upper secondary and post-secondary non-tertiary,16
13418,M,21,44000.0,single,below upper secondary,15
13419,F,71,100000.0,married,upper secondary and post-secondary non-tertiary,107
13420,M,33,31000.0,single,upper secondary and post-secondary non-tertiary,20
13421,M,62,90000.0,married,tertiary education,16
13422,F,50,119000.0,single,upper secondary and post-secondary non-tertiary,197
13423,F,69,36000.0,married,tertiary education,37
13424,M,30,62000.0,single,below upper secondary,12
13425,M,50,66000.0,married,tertiary education,78
13426,M,80,71000.0,divorced,tertiary education,187
13427,M,61,90000.0,married,upper secondary and post-secondary non-tertiary,230
13428,F,78,110000.0,married,tertiary education,80
13429,M,64,75000.0,single,upper secondary and post-secondary non-tertiary,108
13430,F,58,93000.0,single,upper secondary and post-secondary non-tertiary,0
13431,M,41,50000.0,married,tertiary education,63
13432,F,52,71000.0,single,upper secondary and post-secondary non-tertiary,110
13433,F,56,106000.0,married,tertiary education,19
13434,M,60,113000.0,single,upper secondary and post-secondary non-tertiary,197
13435,M,64,119000.0,single,upper secondary and post-secondary non-tertiary,183
13436,F,63,103000.0,married,upper secondary and post-secondary non-tertiary,115
13437,F,88,63000.0,married,tertiary education,0
13438,F,35,32000.0,single,tertiary education,68
13439,F,74,68000.0,married,tertiary education,57
13440,M,47,71000.0,married,upper secondary and post-secondary non-tertiary,0
13441,F,54,96000.0,married,tertiary education,205
13442,M,91,70000.0,married,tertiary education,73
13443,M,60,37000.0,divorced,tertiary education,61
13444,F,64,101000.0,married,tertiary education,78
13445,M,39,50000.0,separated,tertiary education,60
13446,F,63,95000.0,married,tertiary education,214
13447,M,39,61000.0,married,tertiary education,9
13448,M,33,66000.0,single,tertiary education,94
13449,M,21,37000.0,single,upper secondary and post-secondary non-tertiary,39
13450,M,63,50000.0,married,tertiary education,44
13451,M,68,45000.0,separated,tertiary education,57
13452,F,78,43000.0,married,tertiary education,35
13453,F,58,72000.0,single,upper secondary and post-secondary non-tertiary,153
13454,M,59,77000.0,single,upper secondary and post-secondary non-tertiary,0
13455,M,66,80000.0,married,tertiary education,0
13456,M,52,47000.0,single,upper secondary and post-secondary non-tertiary,37
13457,F,59,70000.0,single,upper secondary and post-secondary non-tertiary,149
13458,F,63,74000.0,married,tertiary education,36
13459,M,23,36000.0,single,upper secondary and post-secondary non-tertiary,34
13460,F,57,95000.0,single,below upper secondary,0
13461,M,39,69000.0,single,upper secondary and post-secondary non-tertiary,0
13462,M,57,110000.0,divorced,tertiary education,177
13463,M,54,57000.0,single,below upper secondary,69
13464,M,77,54000.0,married,upper secondary and post-secondary non-tertiary,102
13465,M,46,55000.0,married,tertiary education,98
13466,M,66,30000.0,single,below upper secondary,0
13467,M,37,65000.0,single,upper secondary and post-secondary non-tertiary,35
13468,M,63,119000.0,married,tertiary education,10
13469,M,72,40000.0,married,upper secondary and post-secondary non-tertiary,0
13470,F,38,39000.0,married,tertiary education,20
13471,M,31,42000.0,married,tertiary education,103
13472,F,66,50000.0,married,tertiary education,97
13473,M,83,70000.0,married,upper secondary and post-secondary non-tertiary,80
13474,M,67,61000.0,single,below upper secondary,56
13475,M,53,31000.0,divorced,tertiary education,46
13476,O,38,58000.0,married,upper secondary and post-secondary non-tertiary,58
13477,M,20,70000.0,single,tertiary education,5
13478,M,56,50000.0,married,tertiary education,0
13479,F,64,51000.0,married,tertiary education,0
13480,M,52,75000.0,married,tertiary education,85
13481,F,62,72000.0,separated,tertiary education,57
13482,M,27,48000.0,single,upper secondary and post-secondary non-tertiary,16
13483,F,51,58000.0,divorced,tertiary education,137
13484,F,64,95000.0,married,upper secondary and post-secondary non-tertiary,91
13485,M,26,67000.0,single,tertiary education,26
13486,M,41,64000.0,separated,tertiary education,71
13487,M,65,47000.0,single,upper secondary and post-secondary non-tertiary,129
13488,F,39,72000.0,married,tertiary education,154
13489,M,36,53000.0,single,upper secondary and post-secondary non-tertiary,53
13490,M,25,57000.0,married,tertiary education,80
13491,F,51,86000.0,divorced,tertiary education,180
13492,M,41,61000.0,married,tertiary education,14
13493,F,78,101000.0,divorced,tertiary education,116
13494,M,66,120000.0,married,tertiary education,216
13495,M,37,67000.0,married,tertiary education,89
13496,M,68,47000.0,single,upper secondary and post-secondary non-tertiary,85
13497,F,63,82000.0,separated,tertiary education,46
13498,F,53,119000.0,single,upper secondary and post-secondary non-tertiary,71
13499,M,68,63000.0,married,tertiary education,107
13500,F,21,47000.0,single,tertiary education,73
13501,F,59,102000.0,married,upper secondary and post-secondary non-tertiary,228
13502,M,60,44000.0,married,tertiary education,0
13503,F,55,66000.0,married,upper secondary and post-secondary non-tertiary,15
13504,F,69,112000.0,married,upper secondary and post-secondary non-tertiary,161
13505,F,38,72000.0,single,upper secondary and post-secondary non-tertiary,0
13506,M,35,70000.0,married,tertiary education,87
13507,F,69,58000.0,separated,tertiary education,0
13508,F,67,105000.0,divorced,tertiary education,335
13509,M,54,36000.0,married,upper secondary and post-secondary non-tertiary,58
13510,F,46,57000.0,married,tertiary education,7
13511,M,67,87000.0,married,tertiary education,108
13512,M,78,43000.0,widowed,tertiary education,23
13513,F,61,75000.0,married,upper secondary and post-secondary non-tertiary,0
13514,M,69,58000.0,divorced,tertiary education,79
13515,M,72,43000.0,married,upper secondary and post-secondary non-tertiary,0
13516,M,36,45000.0,married,tertiary education,0
13517,M,58,103000.0,divorced,tertiary education,133
13518,F,62,85000.0,married,tertiary education,103
13519,M,27,60000.0,single,upper secondary and post-secondary non-tertiary,44
13520,F,57,64000.0,married,tertiary education,0
13521,F,58,34000.0,married,tertiary education,13
13522,F,70,83000.0,married,tertiary education,146
13523,M,56,69000.0,married,tertiary education,203
13524,F,61,71000.0,married,upper secondary and post-secondary non-tertiary,141
13525,F,49,113000.0,married,tertiary education,82
13526,O,72,82000.0,married,upper secondary and post-secondary non-tertiary,0
13527,M,78,31000.0,married,upper secondary and post-secondary non-tertiary,63
13528,F,54,51000.0,married,upper secondary and post-secondary non-tertiary,65
13529,M,65,90000.0,single,upper secondary and post-secondary non-tertiary,0
13530,M,61,31000.0,single,upper secondary and post-secondary non-tertiary,56
13531,F,29,68000.0,single,upper secondary and post-secondary non-tertiary,58
13532,F,36,71000.0,married,tertiary education,0
13533,M,55,72000.0,single,upper secondary and post-secondary non-tertiary,89
13534,M,62,45000.0,married,upper secondary and post-secondary non-tertiary,0
13535,F,60,66000.0,married,upper secondary and post-secondary non-tertiary,168
13536,F,77,74000.0,married,tertiary education,202
13537,F,58,109000.0,married,tertiary education,296
13538,F,56,84000.0,single,upper secondary and post-secondary non-tertiary,119
13539,F,59,110000.0,married,tertiary education,50
13540,M,26,46000.0,single,upper secondary and post-secondary non-tertiary,81
13541,M,49,52000.0,married,tertiary education,0
13542,M,19,73000.0,single,upper secondary and post-secondary non-tertiary,130
13543,M,53,59000.0,divorced,tertiary education,50
13544,M,22,35000.0,single,tertiary education,42
13545,F,68,109000.0,married,tertiary education,247
13546,M,67,75000.0,married,tertiary education,0
13547,M,61,73000.0,married,tertiary education,106
13548,F,63,67000.0,widowed,tertiary education,0
13549,F,84,79000.0,married,tertiary education,0
13550,M,55,69000.0,single,upper secondary and post-secondary non-tertiary,60
13551,M,68,48000.0,widowed,tertiary education,42
13552,M,38,30000.0,married,tertiary education,46
13553,M,50,67000.0,married,upper secondary and post-secondary non-tertiary,64
13554,M,88,56000.0,married,upper secondary and post-secondary non-tertiary,96
13555,M,82,104000.0,single,upper secondary and post-secondary non-tertiary,333
13556,M,57,64000.0,separated,tertiary education,77
13557,F,20,63000.0,single,tertiary education,137
13558,M,52,47000.0,married,upper secondary and post-secondary non-tertiary,50
13559,F,54,102000.0,separated,tertiary education,66
13560,M,53,69000.0,single,upper secondary and post-secondary non-tertiary,0
13561,F,57,76000.0,single,upper secondary and post-secondary non-tertiary,109
13562,M,20,60000.0,single,upper secondary and post-secondary non-tertiary,73
13563,F,73,60000.0,single,upper secondary and post-secondary non-tertiary,0
13564,M,28,37000.0,single,tertiary education,40
13565,M,50,60000.0,married,tertiary education,112
13566,M,52,35000.0,married,upper secondary and post-secondary non-tertiary,0
13567,M,63,58000.0,single,upper secondary and post-secondary non-tertiary,138
13568,M,60,68000.0,divorced,tertiary education,0
13569,M,60,46000.0,married,tertiary education,51
13570,M,61,53000.0,single,upper secondary and post-secondary non-tertiary,0
13571,M,68,108000.0,single,below upper secondary,114
13572,M,52,62000.0,single,upper secondary and post-secondary non-tertiary,0
